,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,address
1578,1477011,309983,S'MAC,American,12.61,Weekday,Not given,34,24,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1579,1477695,302131,Rubirosa,Italian,24.2,Weekend,Not given,33,28,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1580,1476608,297674,Burger Joint,American,7.81,Weekend,3,33,24,"Burger Joint, Holmens gate, Ruseløkka, Frogner, Oslo, 0250, Norge"
1581,1478375,214028,Boqueria,Spanish,22.85,Weekend,5,28,30,"Boqueria, Viktor Rydbergsgatan, Lorensberg, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 412 56, Sverige"
1582,1476965,276192,Delicatessen,American,24.2,Weekend,4,21,19,"Delicatessen, 6, Corso San Gottardo, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia"
1583,1476757,115610,12 Chairs,Middle Eastern,14.12,Weekend,Not given,31,27,"12 Chairs, 56, MacDougal Street, University Village, SoHo, Manhattan, New York County, City of New York, New York, 10012, United States"
1584,1476611,300003,Grand Sichuan International,Chinese,12.23,Weekend,Not given,24,28,
1585,1477055,77544,Bareburger,American,14.12,Weekend,4,26,19,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
1586,1477949,385023,Rubirosa,Italian,24.35,Weekend,3,30,28,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1587,1477406,154022,Blue Ribbon Sushi Bar & Grill,Japanese,16.74,Weekend,4,22,20,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1588,1478118,101285,Blue Ribbon Sushi,Japanese,9.85,Weekend,3,24,15,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1589,1477352,100148,Sushi of Gari,Japanese,9.31,Weekend,5,31,22,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
1590,1478276,352827,Shake Shack,American,17.03,Weekend,Not given,21,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1591,1477837,93133,Nobu Next Door,Japanese,12.08,Weekend,Not given,21,19,
1592,1476781,333449,Shake Shack,American,12.13,Weekday,Not given,22,25,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1593,1476879,259341,Blue Ribbon Fried Chicken,American,8.39,Weekend,4,26,17,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1594,1477383,174796,Xi'an Famous Foods,Chinese,6.64,Weekend,Not given,35,19,"Xi'an Famous Foods, 8, Liberty Place, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States"
1595,1477534,155124,The Meatball Shop,Italian,9.22,Weekend,Not given,30,19,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1596,1477111,127149,P.J. Clarke's,American,31.33,Weekend,4,26,19,"P.J. Clarke’s, 915, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States"
1597,1477818,144352,Shake Shack,American,22.36,Weekend,4,27,27,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1598,1477249,351561,The Kati Roll Company,Indian,20.13,Weekday,Not given,24,31,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
1599,1477095,196355,Shake Shack,American,13.1,Weekday,Not given,20,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1600,1477379,145962,Joe's Shanghai _Àü£¾÷´,Chinese,22.31,Weekday,3,27,31,
1601,1477128,354016,Waverly Diner,American,14.94,Weekend,Not given,28,28,"Waverly Diner, 385, 6th Avenue, University Village, West Village, Manhattan, New York County, City of New York, New York, 10011, United States"
1602,1478125,49104,Shake Shack,American,16.15,Weekday,4,20,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1603,1477707,133330,Blue Ribbon Fried Chicken,American,25.27,Weekend,5,29,28,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1604,1478191,390232,Friend of a Farmer,American,9.7,Weekend,Not given,35,22,"Friend of a Farmer, Irving Place, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
1605,1476614,138462,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,5,21,29,
1606,1477105,67844,The Smile,American,9.17,Weekday,5,26,28,"The Smile, ถนนเสริมสุข, ช้างเผือก, เชียงใหม่, ป่าแดด, อำเภอสารภี, 50030, ประเทศไทย"
1607,1477124,270789,Vanessa's Dumplings,Chinese,9.51,Weekend,Not given,31,23,
1608,1476980,117810,Momoya,Japanese,6.02,Weekend,5,28,20,"Momoya, Kindia, Guinée"
1609,1477162,42755,Blue Ribbon Fried Chicken,American,15.72,Weekend,4,25,19,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1610,1476754,229946,Balthazar Boulangerie,French,21.25,Weekend,Not given,25,20,"Balthazar Boulangerie, Russell Street, St Clement Danes, Covent Garden, City of Westminster, Greater London, England, WC2B 5HP, United Kingdom"
1611,1477260,229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,4,27,25,
1612,1478297,180618,Bareburger,American,24.2,Weekend,5,27,24,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
1613,1476792,346280,Saravanaa Bhavan,Indian,9.17,Weekday,Not given,24,29,"Saravanaa Bhavan, شارع سالم بن عمير, أبو شغارة, القاسمية, مدينة الشارقة, الشارقة, الإمارات العربية المتحدة"
1614,1477554,72726,Shake Shack,American,11.69,Weekend,Not given,31,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1615,1477820,41746,Schnipper's Quality Kitchen,American,25.22,Weekend,4,33,18,
1616,1478291,385134,RedFarm Broadway,Chinese,31.87,Weekend,5,27,18,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
1617,1477628,83287,Blue Ribbon Sushi Izakaya,Japanese,9.22,Weekend,Not given,28,15,
1618,1478038,45164,Shake Shack,American,12.18,Weekend,Not given,31,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1619,1478356,62540,Blue Ribbon Sushi,Japanese,16.44,Weekend,Not given,22,18,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1620,1477952,371117,Shake Shack,American,13.1,Weekend,4,30,29,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1621,1476992,85782,Vezzo Thin Crust Pizza,Italian,12.13,Weekend,Not given,27,15,
1622,1478040,47280,Sushi of Gari Tribeca,Japanese,12.13,Weekday,5,22,26,
1623,1477905,164626,The Meatball Shop,Italian,15.57,Weekend,4,20,24,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1624,1477658,80795,Tamarind TriBeCa,Indian,14.02,Weekday,Not given,20,25,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
1625,1477918,62912,Yama Japanese Restaurant,Japanese,24.25,Weekday,Not given,23,30,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
1626,1477562,93113,The Odeon,American,6.69,Weekend,4,30,20,"The Odeon, Todd, Todd Mission, Grimes County, Texas, 77363, United States"
1627,1476847,114085,The Meatball Shop,Italian,24.3,Weekend,4,29,15,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1628,1477081,222734,Shake Shack,American,24.25,Weekday,Not given,23,30,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1629,1476604,126798,Cafe Mogador,Middle Eastern,19.45,Weekday,4,23,29,"Cafe Mogador, 133, Wythe Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
1630,1478016,154471,Yama Japanese Restaurant,Japanese,9.65,Weekend,5,24,16,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
1631,1477087,206039,Shake Shack,American,12.66,Weekend,5,25,15,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1632,1476706,327651,Hunan Manor,Chinese,5.72,Weekday,5,31,26,"Hunan Manor, North 7th Street, Downtown St Louis, St. Louis, Missouri, 63101, United States"
1633,1477906,66012,Sushi of Gari Tribeca,Japanese,19.02,Weekend,5,27,29,
1634,1478381,111909,Ravagh Persian Grill,Middle Eastern,16.06,Weekend,Not given,28,21,"Ravagh Persian Grill, 1135, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States"
1635,1478142,114085,Hatsuhana,Japanese,29.15,Weekend,3,33,28,"Hatsuhana, East 48th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States"
1636,1477654,301032,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,25,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1637,1477965,384411,Shake Shack,American,19.45,Weekday,3,24,29,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1638,1476960,45577,Parm,Italian,21.83,Weekday,Not given,23,32,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1639,1478134,82041,Sushi of Gari Tribeca,Japanese,21.83,Weekday,Not given,34,30,
1640,1477588,286386,5 Napkin Burger,American,29.05,Weekend,3,26,21,"5 Napkin Burger, 211, Market Street, Westchester Ridge Hill, City of Yonkers, Westchester County, New York, 10710, United States"
1641,1477897,79507,The Meatball Shop,Italian,12.56,Weekday,Not given,31,32,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1642,1477217,139639,Sushi of Gari 46,Japanese,29.15,Weekday,Not given,32,32,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1643,1476772,149984,Sushi of Gari,Japanese,12.13,Weekday,5,29,26,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
1644,1478167,88078,RedFarm Hudson,Chinese,12.23,Weekday,Not given,20,25,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
1645,1477101,81828,The Meatball Shop,American,14.55,Weekend,5,21,30,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1646,1477665,231061,Han Dynasty,Chinese,34.19,Weekday,Not given,21,31,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
1647,1477103,342515,Five Guys Burgers and Fries,American,19.45,Weekend,5,22,23,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
1648,1477880,114410,The Meatball Shop,Italian,14.6,Weekend,5,21,23,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1649,1477346,235620,Shake Shack,American,5.53,Weekday,4,28,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1650,1477157,92006,Blue Ribbon Sushi Bar & Grill,Japanese,10.82,Weekend,Not given,25,24,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1651,1477886,241310,Blue Ribbon Sushi,Japanese,32.93,Weekday,3,34,31,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1652,1477442,184325,Asuka Sushi,Japanese,19.45,Weekend,5,23,23,"Asuka Sushi, 717, Bourke Street, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
1653,1477434,77857,Shake Shack,American,29.15,Weekend,5,20,21,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1654,1477303,92768,Sushi of Gari 46,Japanese,19.35,Weekday,Not given,28,24,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1655,1477423,80466,J. G. Melon,American,14.6,Weekend,5,32,24,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
1656,1478424,304052,Parm,Italian,11.59,Weekday,5,35,29,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1657,1476571,334758,Melt Shop,American,29.15,Weekend,4,26,17,"Melt Shop, West Road, Village at Newtown, Newtown Township, Bucks County, Pennsylvania, 18940, United States"
1658,1477034,259341,J. G. Melon,American,29.05,Weekend,Not given,26,28,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
1659,1477673,132906,Sushi of Gari 46,Japanese,22.46,Weekday,Not given,21,29,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1660,1478061,64151,Jack's Wife Freda,Mediterranean,16.01,Weekday,Not given,28,33,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
1661,1476901,391860,Lucky's Famous Burgers,American,11.59,Weekend,5,26,23,"Lucky's Famous Burgers, 147, East Houston Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1662,1478113,74048,ilili Restaurant,Middle Eastern,25.22,Weekday,4,32,25,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
1663,1477986,115213,Junoon,Indian,22.75,Weekend,5,29,28,"Junoon, 244-246, Ladypool Road, Moseley, Balsall Heath, Birmingham, West Midlands Combined Authority, England, B12 8JU, United Kingdom"
1664,1477770,59742,J. G. Melon,American,7.33,Weekday,Not given,31,30,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
1665,1478420,104355,Momoya,Japanese,15.81,Weekend,5,25,15,"Momoya, Kindia, Guinée"
1666,1477252,96262,Cafe Habana,Mexican,8.1,Weekend,Not given,20,16,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
1667,1476883,354948,Westville Hudson,American,16.01,Weekend,5,20,18,"Westville, 333, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States"
1668,1478442,378035,Five Guys Burgers and Fries,American,29.73,Weekend,5,21,25,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
1669,1477898,68248,J. G. Melon,American,10.43,Weekday,5,35,29,"J.G. Melon, 1291, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States"
1670,1477476,276192,Delicatessen,American,32.93,Weekend,4,30,18,"Delicatessen, 6, Corso San Gottardo, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia"
1671,1477520,178158,Chipotle Mexican Grill $1.99 Delivery,Mexican,31.33,Weekend,4,35,21,
1672,1477652,99393,Parm,Italian,10.14,Weekday,Not given,24,28,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1673,1478205,65361,Coppola's East,Italian,13.05,Weekend,Not given,32,16,"Coppola's, East 27th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10010, United States"
1674,1477751,385134,RedFarm Broadway,Chinese,16.2,Weekend,5,29,18,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
1675,1477021,231453,Mamoun's Falafel,Mediterranean,14.46,Weekend,Not given,20,29,"Mamoun's Falafel, Northside Drive Northwest, Howell Station, Atlantic Station, Atlanta, Fulton County, Georgia, 30327, United States"
1676,1476959,65007,Serafina Fabulous Pizza,Italian,19.5,Weekday,5,22,33,"Serafina Fabulous Pizza, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10037, United States"
1677,1476687,61722,Blue Ribbon Sushi,Japanese,14.5,Weekend,Not given,28,28,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1678,1477798,378035,Five Guys Burgers and Fries,American,13.0,Weekend,4,29,27,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
1679,1476938,164776,TAO,Japanese,25.27,Weekday,Not given,33,30,"曹县, 菏泽市, 山东省, 中国"
1680,1477022,61588,Blue Ribbon Sushi,Japanese,12.08,Weekend,4,33,22,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1681,1477077,40808,Shake Shack,American,12.18,Weekend,4,27,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1682,1478361,371117,Shake Shack,American,29.1,Weekend,5,26,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1683,1477407,123535,RedFarm Hudson,Chinese,12.61,Weekend,5,31,22,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
1684,1477207,58088,Sushi of Gari 46,Japanese,12.18,Weekday,Not given,24,26,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1685,1477122,97806,Shake Shack,American,8.63,Weekend,Not given,33,19,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1686,1477199,154471,Yama Japanese Restaurant,Japanese,9.02,Weekday,3,25,33,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
1687,1478060,97346,Osteria Morini,Italian,9.51,Weekend,Not given,22,26,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
1688,1478074,41638,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,30,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1689,1477614,255697,Sushi Samba,Japanese,14.02,Weekend,Not given,30,29,"Sushi Samba, Los Olmos, La Pincoya, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, 9362427, Chile"
1690,1477181,302790,Carmine's,Italian,29.05,Weekday,Not given,33,32,"Carmine’s, 1037, North Rush Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60611, United States"
1691,1477454,210544,DespaÌ±a,Spanish,16.06,Weekend,5,21,17,
1692,1476870,94524,The Meatball Shop,Italian,24.3,Weekend,5,28,25,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1693,1477759,68551,Blue Ribbon Sushi Bar & Grill,Japanese,12.13,Weekend,Not given,21,29,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1694,1477606,39406,RedFarm Broadway,Chinese,9.27,Weekday,4,32,29,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
1695,1478302,318665,Blue Ribbon Sushi Bar & Grill,Japanese,4.9,Weekday,4,29,32,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1696,1476574,376993,Emporio,Italian,31.43,Weekend,Not given,25,29,"Ruïnes grecoromanes d'Empúries, Camí de les Muralles, l'Escala, Alt Empordà, Girona, Catalunya, 67551, España"
1697,1478306,358158,Parm,Italian,9.12,Weekend,Not given,23,21,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1698,1476565,41991,Blue Ribbon Sushi Bar & Grill,Japanese,15.33,Weekend,5,32,29,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1699,1478200,164016,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,28,23,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1700,1478264,70564,Jack's Wife Freda,Mediterranean,16.15,Weekday,5,22,24,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
1701,1477228,52574,Jack's Wife Freda,Mediterranean,6.74,Weekend,Not given,25,22,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
1702,1478057,75548,Parm,Italian,7.38,Weekend,Not given,26,20,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1703,1478256,147468,Tamarind TriBeCa,Indian,6.69,Weekend,5,22,18,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
1704,1478259,68446,Hill Country Fried Chicken,Southern,12.47,Weekend,Not given,29,28,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
1705,1477483,142681,Osteria Morini,Italian,6.79,Weekday,4,32,29,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
1706,1477257,400950,Sushi of Gari 46,Japanese,12.13,Weekday,5,34,28,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
1707,1477056,298824,Shake Shack,American,12.18,Weekend,Not given,23,18,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1708,1477402,377481,Otto Enoteca Pizzeria,Italian,24.25,Weekday,Not given,31,30,
1709,1476760,180776,Empanada Mama (closed),Mexican,22.75,Weekend,Not given,29,18,
1710,1477030,240982,Rubirosa,Italian,24.3,Weekday,3,29,31,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1711,1476850,85091,The Meatball Shop,Italian,13.05,Weekday,5,23,31,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
1712,1477356,354923,CafÌ© China,Chinese,15.57,Weekday,4,34,31,
1713,1477990,59673,Rubirosa,Italian,12.95,Weekend,4,30,25,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1714,1477448,142574,Sushi of Gari,Japanese,22.75,Weekend,5,30,22,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
1715,1477784,146555,Momoya,Japanese,24.3,Weekend,5,28,20,"Momoya, Kindia, Guinée"
1716,1478425,373152,Parm,Italian,14.02,Weekday,Not given,28,32,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1717,1477031,201471,Friend of a Farmer,American,24.2,Weekend,Not given,33,27,"Friend of a Farmer, Irving Place, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
1718,1477969,69516,Wa Jeal,Chinese,6.74,Weekend,Not given,32,24,"Jeal Point, Thurston County, Washington, 98502, United States"
1719,1476595,385150,Blue Ribbon Sushi,Japanese,14.02,Weekend,Not given,35,16,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
1720,1478070,129206,RedFarm Broadway,Chinese,14.07,Weekend,3,20,15,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
1721,1477501,151191,RedFarm Hudson,Chinese,12.18,Weekend,5,34,24,"RedFarm, 529, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States"
1722,1476727,49086,Jack's Wife Freda,Mediterranean,12.95,Weekday,3,22,33,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
1723,1477016,78067,Parm,Italian,15.37,Weekend,Not given,29,23,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
1724,1477511,261665,RedFarm Broadway,Chinese,7.67,Weekend,5,24,15,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
1725,1477067,370656,Vanessa's Dumplings,Chinese,8.3,Weekend,Not given,24,20,
1726,1477068,108046,Rubirosa,Italian,12.18,Weekend,Not given,33,20,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
1727,1477551,277898,Blue Ribbon Fried Chicken,American,29.44,Weekend,4,33,27,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
1728,1478415,105665,Blue Ribbon Sushi Bar & Grill,Japanese,12.56,Weekday,Not given,32,27,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
1729,1478129,52256,Han Dynasty,Chinese,12.18,Weekend,Not given,30,15,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
1730,1477096,158578,Xi'an Famous Foods,Chinese,14.12,Weekday,3,24,31,"Xi'an Famous Foods, 8, Liberty Place, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States"
1731,1477891,142461,Shake Shack,American,25.22,Weekend,Not given,28,26,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1732,1477881,63361,Cafeteria,American,13.05,Weekend,Not given,31,16,"Cafétéria, 54, Boulevard Desgranges, Sceaux, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92330, France"
1733,1478197,41205,Shake Shack,American,12.08,Weekend,5,28,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
1734,1477082,107909,ilili Restaurant,Middle Eastern,24.2,Weekday,4,34,24,"ilili Restaurant, 39, Wedal Road, Cathays, Cardiff, Cymru / Wales, CF14 3QX, United Kingdom"
1735,1477781,183520,Tamarind TriBeCa,Indian,12.47,Weekend,5,32,26,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
1736,1476570,148459,The Kati Roll Company,Indian,5.87,Weekday,Not given,26,30,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
1737,1476677,302790,Le Zie 2000 Trattoria,Italian,15.47,Weekend,Not given,22,30,
